instance,n,qubits,solver,depth,seed,feasible,hit_opt,manoeuvres,manoeuvre_gap,energy,opt_energy,energy_gap,expected_energy,approx_ratio,p_opt,feas_rate,seconds,notes
CP_3,3,9,brute_force,,,True,True,2,0.0,2.0,2.0,0.0,,,,,0.001,ground truth
CP_3,3,9,simulated_annealing,,0.0,True,True,2,0.0,2.0,2.0,0.0,,,,,0.895,"reads=80,sweeps=1500"
CP_3,3,9,qaoa_numpy,1.0,0.0,False,False,0,,24.0,2.0,22.0,22.1832,11.0916,0.058235,0.107166,0.025,restarts=48
CP_3,3,9,qaoa_numpy,2.0,0.0,False,False,0,,16.0,2.0,14.0,13.4686,6.7343,0.074447,0.080152,0.076,restarts=48
CP_3,3,9,qaoa_numpy,3.0,0.0,False,False,0,,24.0,2.0,22.0,17.4101,8.7051,0.006867,0.006936,0.157,restarts=48
CP_3,3,9,qaoa_numpy,4.0,0.0,False,False,0,,24.0,2.0,22.0,17.5868,8.7934,0.006708,0.00672,0.259,restarts=48
CP_3,3,9,simulated_annealing,,1.0,True,True,2,0.0,2.0,2.0,0.0,,,,,0.889,"reads=80,sweeps=1500"
CP_3,3,9,qaoa_numpy,1.0,1.0,False,False,0,,24.0,2.0,22.0,17.8814,8.9407,0.001313,0.001327,0.023,restarts=48
CP_3,3,9,qaoa_numpy,2.0,1.0,False,False,0,,16.0,2.0,14.0,13.8608,6.9304,0.056313,0.06133,0.078,restarts=48
CP_3,3,9,qaoa_numpy,3.0,1.0,False,False,0,,16.0,2.0,14.0,13.3705,6.6852,0.07961,0.087168,0.16,restarts=48
CP_3,3,9,qaoa_numpy,4.0,1.0,False,False,1,,9.0,2.0,7.0,11.4905,5.7453,0.141325,0.163804,0.277,restarts=48
CP_3,3,9,simulated_annealing,,2.0,True,True,2,0.0,2.0,2.0,0.0,,,,,0.928,"reads=80,sweeps=1500"
CP_3,3,9,qaoa_numpy,1.0,2.0,False,False,0,,24.0,2.0,22.0,14.4863,7.2431,0.095172,0.122856,0.025,restarts=48
CP_3,3,9,qaoa_numpy,2.0,2.0,False,False,0,,16.0,2.0,14.0,15.6573,7.8287,0.015994,0.016427,0.077,restarts=48
CP_3,3,9,qaoa_numpy,3.0,2.0,True,True,2,0.0,2.0,2.0,0.0,11.8684,5.9342,0.28155,0.32634,0.155,restarts=48
CP_3,3,9,qaoa_numpy,4.0,2.0,True,False,3,1.0,3.0,2.0,1.0,7.3069,3.6534,0.320451,0.569902,0.256,restarts=48
CP_3,3,9,simulated_annealing,,3.0,True,True,2,0.0,2.0,2.0,0.0,,,,,0.917,"reads=80,sweeps=1500"
CP_3,3,9,qaoa_numpy,1.0,3.0,False,False,0,,24.0,2.0,22.0,15.5164,7.7582,0.026963,0.029502,0.026,restarts=48
CP_3,3,9,qaoa_numpy,2.0,3.0,False,False,0,,24.0,2.0,22.0,14.865,7.4325,0.042033,0.048008,0.082,restarts=48
CP_3,3,9,qaoa_numpy,3.0,3.0,True,False,3,1.0,3.0,2.0,1.0,12.7774,6.3887,0.110262,0.179761,0.168,restarts=48
CP_3,3,9,qaoa_numpy,4.0,3.0,False,False,0,,16.0,2.0,14.0,13.5618,6.7809,0.109603,0.151782,0.29,restarts=48
CP_3,3,9,simulated_annealing,,4.0,True,True,2,0.0,2.0,2.0,0.0,,,,,0.898,"reads=80,sweeps=1500"
CP_3,3,9,qaoa_numpy,1.0,4.0,False,False,0,,24.0,2.0,22.0,28.9487,14.4744,0.066342,0.086653,0.024,restarts=48
CP_3,3,9,qaoa_numpy,2.0,4.0,True,True,2,0.0,2.0,2.0,0.0,11.834,5.917,0.142072,0.170841,0.073,restarts=48
CP_3,3,9,qaoa_numpy,3.0,4.0,False,False,0,,24.0,2.0,22.0,14.7978,7.3989,0.060473,0.060529,0.154,restarts=48
CP_3,3,9,qaoa_numpy,4.0,4.0,False,False,0,,16.0,2.0,14.0,13.8036,6.9018,0.038638,0.039345,0.264,restarts=48
CP_3,3,9,simulated_annealing,,5.0,True,True,2,0.0,2.0,2.0,0.0,,,,,0.965,"reads=80,sweeps=1500"
CP_3,3,9,qaoa_numpy,1.0,5.0,False,False,0,,24.0,2.0,22.0,14.4863,7.2431,0.095172,0.122856,0.027,restarts=48
CP_3,3,9,qaoa_numpy,2.0,5.0,False,False,1,,9.0,2.0,7.0,13.695,6.8475,0.091019,0.121097,0.083,restarts=48
CP_3,3,9,qaoa_numpy,3.0,5.0,False,False,0,,16.0,2.0,14.0,12.5554,6.2777,0.097119,0.115539,0.172,restarts=48
CP_3,3,9,qaoa_numpy,4.0,5.0,False,False,1,,9.0,2.0,7.0,10.71,5.355,0.157183,0.183159,0.276,restarts=48
CP_3,3,9,simulated_annealing,,6.0,True,True,2,0.0,2.0,2.0,0.0,,,,,0.868,"reads=80,sweeps=1500"
CP_3,3,9,qaoa_numpy,1.0,6.0,False,False,0,,24.0,2.0,22.0,20.18,10.09,0.001959,0.002008,0.026,restarts=48
CP_3,3,9,qaoa_numpy,2.0,6.0,True,True,2,0.0,2.0,2.0,0.0,14.3149,7.1574,0.124527,0.15355,0.083,restarts=48
CP_3,3,9,qaoa_numpy,3.0,6.0,False,False,0,,16.0,2.0,14.0,13.6864,6.8432,0.106486,0.143902,0.171,restarts=48
CP_3,3,9,qaoa_numpy,4.0,6.0,True,False,3,1.0,3.0,2.0,1.0,10.3613,5.1806,0.26511,0.416327,0.29,restarts=48
CP_3,3,9,simulated_annealing,,7.0,True,True,2,0.0,2.0,2.0,0.0,,,,,0.938,"reads=80,sweeps=1500"
CP_3,3,9,qaoa_numpy,1.0,7.0,False,False,0,,24.0,2.0,22.0,15.5164,7.7582,0.026963,0.029502,0.023,restarts=48
CP_3,3,9,qaoa_numpy,2.0,7.0,False,False,0,,24.0,2.0,22.0,15.8753,7.9376,0.041072,0.050293,0.072,restarts=48
CP_3,3,9,qaoa_numpy,3.0,7.0,True,False,3,1.0,3.0,2.0,1.0,13.9501,6.9751,0.136018,0.183426,0.152,restarts=48
CP_3,3,9,qaoa_numpy,4.0,7.0,False,False,0,,24.0,2.0,22.0,13.0842,6.5421,0.091961,0.093151,0.266,restarts=48
CP_3,3,9,simulated_annealing,,8.0,True,True,2,0.0,2.0,2.0,0.0,,,,,0.978,"reads=80,sweeps=1500"
CP_3,3,9,qaoa_numpy,1.0,8.0,False,False,0,,24.0,2.0,22.0,17.8346,8.9173,0.001251,0.00127,0.026,restarts=48
CP_3,3,9,qaoa_numpy,2.0,8.0,True,False,3,1.0,3.0,2.0,1.0,15.2084,7.6042,0.081298,0.135808,0.083,restarts=48
CP_3,3,9,qaoa_numpy,3.0,8.0,False,False,1,,9.0,2.0,7.0,12.5633,6.2817,0.139871,0.170986,0.163,restarts=48
CP_3,3,9,qaoa_numpy,4.0,8.0,True,False,3,1.0,3.0,2.0,1.0,10.6695,5.3347,0.196051,0.297843,0.258,restarts=48
CP_3,3,9,simulated_annealing,,9.0,True,True,2,0.0,2.0,2.0,0.0,,,,,0.916,"reads=80,sweeps=1500"
CP_3,3,9,qaoa_numpy,1.0,9.0,False,False,0,,24.0,2.0,22.0,14.4863,7.2431,0.095172,0.122856,0.027,restarts=48
CP_3,3,9,qaoa_numpy,2.0,9.0,False,False,0,,24.0,2.0,22.0,17.8214,8.9107,0.032697,0.034337,0.081,restarts=48
CP_3,3,9,qaoa_numpy,3.0,9.0,True,False,3,1.0,3.0,2.0,1.0,11.7097,5.8549,0.150981,0.242755,0.163,restarts=48
CP_3,3,9,qaoa_numpy,4.0,9.0,True,True,2,0.0,2.0,2.0,0.0,9.9621,4.9811,0.23387,0.276178,0.299,restarts=48
RND3_1,3,9,brute_force,,,True,True,1,0.0,1.0,1.0,0.0,,,,,0.001,ground truth
RND3_1,3,9,simulated_annealing,,0.0,True,True,1,0.0,1.0,1.0,0.0,,,,,0.874,"reads=80,sweeps=1500"
RND3_1,3,9,qaoa_numpy,1.0,0.0,False,False,0,,24.0,1.0,23.0,15.1424,15.1424,0.026056,0.050129,0.024,restarts=48
RND3_1,3,9,qaoa_numpy,2.0,0.0,False,False,0,,16.0,1.0,15.0,14.8714,14.8714,0.032251,0.057857,0.075,restarts=48
RND3_1,3,9,qaoa_numpy,3.0,0.0,False,False,0,,16.0,1.0,15.0,17.8614,17.8614,0.015075,0.025939,0.166,restarts=48
RND3_1,3,9,qaoa_numpy,4.0,0.0,False,False,0,,16.0,1.0,15.0,18.0198,18.0198,0.002271,0.006085,0.298,restarts=48
RND3_1,3,9,simulated_annealing,,1.0,True,True,1,0.0,1.0,1.0,0.0,,,,,0.95,"reads=80,sweeps=1500"
RND3_1,3,9,qaoa_numpy,1.0,1.0,False,False,0,,16.0,1.0,15.0,15.4834,15.4834,0.013839,0.014931,0.022,restarts=48
RND3_1,3,9,qaoa_numpy,2.0,1.0,False,False,0,,8.0,1.0,7.0,13.2573,13.2573,0.049621,0.069509,0.071,restarts=48
RND3_1,3,9,qaoa_numpy,3.0,1.0,False,False,0,,8.0,1.0,7.0,12.1709,12.1709,0.082638,0.130852,0.149,restarts=48
RND3_1,3,9,qaoa_numpy,4.0,1.0,False,False,0,,8.0,1.0,7.0,11.5078,11.5078,0.129178,0.179912,0.26,restarts=48
RND3_1,3,9,simulated_annealing,,2.0,True,True,1,0.0,1.0,1.0,0.0,,,,,0.951,"reads=80,sweeps=1500"
RND3_1,3,9,qaoa_numpy,1.0,2.0,True,True,1,0.0,1.0,1.0,0.0,14.4754,14.4754,0.030921,0.124379,0.027,restarts=48
RND3_1,3,9,qaoa_numpy,2.0,2.0,False,False,0,,8.0,1.0,7.0,14.2193,14.2193,0.04098,0.047398,0.078,restarts=48
RND3_1,3,9,qaoa_numpy,3.0,2.0,True,True,1,0.0,1.0,1.0,0.0,8.7412,8.7412,0.092073,0.333424,0.17,restarts=48
RND3_1,3,9,qaoa_numpy,4.0,2.0,True,False,3,2.0,3.0,1.0,2.0,16.5394,16.5394,0.019122,0.188627,0.276,restarts=48
RND3_1,3,9,simulated_annealing,,3.0,True,True,1,0.0,1.0,1.0,0.0,,,,,0.891,"reads=80,sweeps=1500"
RND3_1,3,9,qaoa_numpy,1.0,3.0,False,False,0,,24.0,1.0,23.0,15.1424,15.1424,0.026056,0.050129,0.026,restarts=48
RND3_1,3,9,qaoa_numpy,2.0,3.0,False,False,0,,24.0,1.0,23.0,14.6842,14.6842,0.025421,0.06414,0.08,restarts=48
RND3_1,3,9,qaoa_numpy,3.0,3.0,False,False,0,,24.0,1.0,23.0,26.265,26.265,0.01935,0.052479,0.171,restarts=48
RND3_1,3,9,qaoa_numpy,4.0,3.0,True,False,3,2.0,3.0,1.0,2.0,20.0997,20.0997,0.009466,0.165093,0.293,restarts=48
RND3_1,3,9,simulated_annealing,,4.0,True,True,1,0.0,1.0,1.0,0.0,,,,,0.936,"reads=80,sweeps=1500"
RND3_1,3,9,qaoa_numpy,1.0,4.0,False,False,0,,16.0,1.0,15.0,24.3459,24.3459,0.01693,0.021206,0.023,restarts=48
RND3_1,3,9,qaoa_numpy,2.0,4.0,False,False,0,,8.0,1.0,7.0,13.049,13.049,0.050759,0.113718,0.072,restarts=48
RND3_1,3,9,qaoa_numpy,3.0,4.0,False,False,0,,16.0,1.0,15.0,13.5358,13.5358,0.102599,0.116605,0.149,restarts=48
RND3_1,3,9,qaoa_numpy,4.0,4.0,False,False,0,,8.0,1.0,7.0,11.782,11.782,0.087027,0.174941,0.26,restarts=48
RND3_1,3,9,simulated_annealing,,5.0,True,True,1,0.0,1.0,1.0,0.0,,,,,0.973,"reads=80,sweeps=1500"
RND3_1,3,9,qaoa_numpy,1.0,5.0,True,True,1,0.0,1.0,1.0,0.0,14.4754,14.4754,0.030921,0.124379,0.027,restarts=48
RND3_1,3,9,qaoa_numpy,2.0,5.0,False,False,0,,8.0,1.0,7.0,13.2981,13.2981,0.05396,0.084551,0.082,restarts=48
RND3_1,3,9,qaoa_numpy,3.0,5.0,False,False,0,,8.0,1.0,7.0,13.4313,13.4313,0.042702,0.061026,0.17,restarts=48
RND3_1,3,9,qaoa_numpy,4.0,5.0,True,True,1,0.0,1.0,1.0,0.0,8.5889,8.5889,0.109803,0.359619,0.277,restarts=48
RND3_1,3,9,simulated_annealing,,6.0,True,True,1,0.0,1.0,1.0,0.0,,,,,0.909,"reads=80,sweeps=1500"
RND3_1,3,9,qaoa_numpy,1.0,6.0,False,False,0,,16.0,1.0,15.0,16.9043,16.9043,0.011669,0.012677,0.027,restarts=48
RND3_1,3,9,qaoa_numpy,2.0,6.0,True,False,3,2.0,3.0,1.0,2.0,12.0072,12.0072,0.014178,0.266773,0.082,restarts=48
RND3_1,3,9,qaoa_numpy,3.0,6.0,False,False,0,,8.0,1.0,7.0,13.7479,13.7479,0.041198,0.059694,0.165,restarts=48
RND3_1,3,9,qaoa_numpy,4.0,6.0,True,False,3,2.0,3.0,1.0,2.0,11.9371,11.9371,0.040262,0.256431,0.287,restarts=48
RND3_1,3,9,simulated_annealing,,7.0,True,True,1,0.0,1.0,1.0,0.0,,,,,0.939,"reads=80,sweeps=1500"
RND3_1,3,9,qaoa_numpy,1.0,7.0,False,False,0,,24.0,1.0,23.0,15.1424,15.1424,0.026056,0.050129,0.023,restarts=48
RND3_1,3,9,qaoa_numpy,2.0,7.0,False,False,0,,8.0,1.0,7.0,13.1169,13.1169,0.070716,0.117484,0.071,restarts=48
RND3_1,3,9,qaoa_numpy,3.0,7.0,True,False,3,2.0,3.0,1.0,2.0,13.9065,13.9065,0.034336,0.164779,0.15,restarts=48
RND3_1,3,9,qaoa_numpy,4.0,7.0,False,False,0,,8.0,1.0,7.0,11.4086,11.4086,0.14906,0.209948,0.259,restarts=48
RND3_1,3,9,simulated_annealing,,8.0,True,False,2,1.0,2.0,1.0,1.0,,,,,0.962,"reads=80,sweeps=1500"
RND3_1,3,9,qaoa_numpy,1.0,8.0,False,False,0,,16.0,1.0,15.0,15.4834,15.4834,0.013846,0.01494,0.025,restarts=48
RND3_1,3,9,qaoa_numpy,2.0,8.0,False,False,0,,16.0,1.0,15.0,14.687,14.687,0.033899,0.073777,0.082,restarts=48
RND3_1,3,9,qaoa_numpy,3.0,8.0,False,False,0,,8.0,1.0,7.0,13.1276,13.1276,0.054945,0.12342,0.168,restarts=48
RND3_1,3,9,qaoa_numpy,4.0,8.0,False,False,2,,10.0,1.0,9.0,15.7641,15.7641,9e-06,0.182987,0.288,restarts=48
RND3_1,3,9,simulated_annealing,,9.0,True,False,2,1.0,2.0,1.0,1.0,,,,,0.897,"reads=80,sweeps=1500"
RND3_1,3,9,qaoa_numpy,1.0,9.0,True,True,1,0.0,1.0,1.0,0.0,14.4754,14.4754,0.030921,0.124379,0.027,restarts=48
RND3_1,3,9,qaoa_numpy,2.0,9.0,False,False,0,,16.0,1.0,15.0,16.766,16.766,0.0025,0.002539,0.082,restarts=48
RND3_1,3,9,qaoa_numpy,3.0,9.0,False,False,0,,16.0,1.0,15.0,14.6142,14.6142,0.044433,0.054258,0.174,restarts=48
RND3_1,3,9,qaoa_numpy,4.0,9.0,True,True,1,0.0,1.0,1.0,0.0,11.3405,11.3405,0.121061,0.214751,0.292,restarts=48
RND3_2,3,9,brute_force,,,True,True,2,0.0,2.0,2.0,0.0,,,,,0.001,ground truth
RND3_2,3,9,simulated_annealing,,0.0,True,True,2,0.0,2.0,2.0,0.0,,,,,0.96,"reads=80,sweeps=1500"
RND3_2,3,9,qaoa_numpy,1.0,0.0,False,False,0,,24.0,2.0,22.0,23.6906,11.8453,0.001772,0.002521,0.025,restarts=48
RND3_2,3,9,qaoa_numpy,2.0,0.0,False,False,0,,16.0,2.0,14.0,15.5334,7.7667,0.003718,0.004946,0.076,restarts=48
RND3_2,3,9,qaoa_numpy,3.0,0.0,False,False,0,,8.0,2.0,6.0,14.8147,7.4073,0.016235,0.026965,0.151,restarts=48
RND3_2,3,9,qaoa_numpy,4.0,0.0,False,False,1,,9.0,2.0,7.0,13.52,6.76,1.2e-05,0.004289,0.256,restarts=48
RND3_2,3,9,simulated_annealing,,1.0,True,True,2,0.0,2.0,2.0,0.0,,,,,0.926,"reads=80,sweeps=1500"
RND3_2,3,9,qaoa_numpy,1.0,1.0,False,False,0,,16.0,2.0,14.0,15.7687,7.8843,2.2e-05,2.2e-05,0.025,restarts=48
RND3_2,3,9,qaoa_numpy,2.0,1.0,False,False,0,,8.0,2.0,6.0,14.0892,7.0446,0.003429,0.003792,0.081,restarts=48
RND3_2,3,9,qaoa_numpy,3.0,1.0,True,True,2,0.0,2.0,2.0,0.0,12.6599,6.33,0.033867,0.063861,0.169,restarts=48
RND3_2,3,9,qaoa_numpy,4.0,1.0,False,False,0,,8.0,2.0,6.0,12.8577,6.4288,0.017365,0.017951,0.289,restarts=48
RND3_2,3,9,simulated_annealing,,2.0,True,True,2,0.0,2.0,2.0,0.0,,,,,0.894,"reads=80,sweeps=1500"
RND3_2,3,9,qaoa_numpy,1.0,2.0,False,False,1,,17.0,2.0,15.0,16.0448,8.0224,0.014731,0.029599,0.023,restarts=48
RND3_2,3,9,qaoa_numpy,2.0,2.0,False,False,0,,8.0,2.0,6.0,15.333,7.6665,2.5e-05,2.5e-05,0.072,restarts=48
RND3_2,3,9,qaoa_numpy,3.0,2.0,False,False,1,,9.0,2.0,7.0,12.6929,6.3464,0.023766,0.050056,0.156,restarts=48
RND3_2,3,9,qaoa_numpy,4.0,2.0,True,False,3,1.0,3.0,2.0,1.0,19.0756,9.5378,0.019743,0.06332,0.288,restarts=48
RND3_2,3,9,simulated_annealing,,3.0,True,True,2,0.0,2.0,2.0,0.0,,,,,0.959,"reads=80,sweeps=1500"
RND3_2,3,9,qaoa_numpy,1.0,3.0,False,False,0,,24.0,2.0,22.0,15.8386,7.9193,0.004387,0.005809,0.027,restarts=48
RND3_2,3,9,qaoa_numpy,2.0,3.0,False,False,0,,24.0,2.0,22.0,15.4826,7.7413,0.007797,0.011223,0.079,restarts=48
RND3_2,3,9,qaoa_numpy,3.0,3.0,False,False,1,,9.0,2.0,7.0,14.9076,7.4538,0.020212,0.038194,0.165,restarts=48
RND3_2,3,9,qaoa_numpy,4.0,3.0,False,False,1,,18.0,2.0,16.0,19.6048,9.8024,0.000201,0.004523,0.26,restarts=48
RND3_2,3,9,simulated_annealing,,4.0,True,True,2,0.0,2.0,2.0,0.0,,,,,0.896,"reads=80,sweeps=1500"
RND3_2,3,9,qaoa_numpy,1.0,4.0,False,False,0,,16.0,2.0,14.0,26.3854,13.1927,0.000859,0.001104,0.027,restarts=48
RND3_2,3,9,qaoa_numpy,2.0,4.0,False,False,0,,16.0,2.0,14.0,14.9032,7.4516,0.012292,0.019096,0.082,restarts=48
RND3_2,3,9,qaoa_numpy,3.0,4.0,False,False,0,,16.0,2.0,14.0,15.2405,7.6202,7.3e-05,7.3e-05,0.17,restarts=48
RND3_2,3,9,qaoa_numpy,4.0,4.0,False,False,0,,8.0,2.0,6.0,12.8423,6.4212,0.000371,0.000373,0.291,restarts=48
RND3_2,3,9,simulated_annealing,,5.0,True,False,3,1.0,3.0,2.0,1.0,,,,,0.925,"reads=80,sweeps=1500"
RND3_2,3,9,qaoa_numpy,1.0,5.0,False,False,1,,17.0,2.0,15.0,16.0448,8.0224,0.014731,0.029599,0.023,restarts=48
RND3_2,3,9,qaoa_numpy,2.0,5.0,False,False,0,,8.0,2.0,6.0,14.3103,7.1551,0.002487,0.002632,0.071,restarts=48
RND3_2,3,9,qaoa_numpy,3.0,5.0,False,False,0,,16.0,2.0,14.0,15.4648,7.7324,0.000251,0.000279,0.149,restarts=48
RND3_2,3,9,qaoa_numpy,4.0,5.0,False,False,0,,8.0,2.0,6.0,13.3221,6.661,0.006928,0.007841,0.266,restarts=48
RND3_2,3,9,simulated_annealing,,6.0,True,True,2,0.0,2.0,2.0,0.0,,,,,0.974,"reads=80,sweeps=1500"
RND3_2,3,9,qaoa_numpy,1.0,6.0,False,False,0,,16.0,2.0,14.0,17.6816,8.8408,0.000182,0.000195,0.026,restarts=48
RND3_2,3,9,qaoa_numpy,2.0,6.0,True,False,3,1.0,3.0,2.0,1.0,15.4995,7.7497,0.020769,0.121453,0.081,restarts=48
RND3_2,3,9,qaoa_numpy,3.0,6.0,False,False,0,,8.0,2.0,6.0,14.9749,7.4874,0.013039,0.022139,0.17,restarts=48
RND3_2,3,9,qaoa_numpy,4.0,6.0,False,False,1,,9.0,2.0,7.0,14.3433,7.1716,0.000196,0.002396,0.282,restarts=48
RND3_2,3,9,simulated_annealing,,7.0,True,False,3,1.0,3.0,2.0,1.0,,,,,0.865,"reads=80,sweeps=1500"
RND3_2,3,9,qaoa_numpy,1.0,7.0,False,False,1,,17.0,2.0,15.0,16.0448,8.0224,0.014731,0.029599,0.024,restarts=48
RND3_2,3,9,qaoa_numpy,2.0,7.0,False,False,0,,8.0,2.0,6.0,15.2227,7.6113,8e-06,8e-06,0.084,restarts=48
RND3_2,3,9,qaoa_numpy,3.0,7.0,False,False,0,,8.0,2.0,6.0,15.0487,7.5243,0.008017,0.01081,0.172,restarts=48
RND3_2,3,9,qaoa_numpy,4.0,7.0,False,False,1,,9.0,2.0,7.0,13.9906,6.9953,0.033114,0.036025,0.288,restarts=48
RND3_2,3,9,simulated_annealing,,8.0,False,False,1,,9.0,2.0,7.0,,,,,0.953,"reads=80,sweeps=1500"
RND3_2,3,9,qaoa_numpy,1.0,8.0,False,False,0,,16.0,2.0,14.0,15.7687,7.8843,2.2e-05,2.2e-05,0.021,restarts=48
RND3_2,3,9,qaoa_numpy,2.0,8.0,False,False,0,,24.0,2.0,22.0,15.7672,7.8836,0.006474,0.009323,0.071,restarts=48
RND3_2,3,9,qaoa_numpy,3.0,8.0,False,False,0,,8.0,2.0,6.0,13.6062,6.8031,0.004901,0.005318,0.146,restarts=48
RND3_2,3,9,qaoa_numpy,4.0,8.0,True,False,3,1.0,3.0,2.0,1.0,15.746,7.873,0.022239,0.084475,0.253,restarts=48
RND3_2,3,9,simulated_annealing,,9.0,True,True,2,0.0,2.0,2.0,0.0,,,,,0.949,"reads=80,sweeps=1500"
RND3_2,3,9,qaoa_numpy,1.0,9.0,False,False,1,,17.0,2.0,15.0,16.0448,8.0224,0.014731,0.029599,0.027,restarts=48
RND3_2,3,9,qaoa_numpy,2.0,9.0,False,False,0,,16.0,2.0,14.0,17.6194,8.8097,2.1e-05,2.1e-05,0.081,restarts=48
RND3_2,3,9,qaoa_numpy,3.0,9.0,False,False,0,,16.0,2.0,14.0,15.3867,7.6934,3e-06,3e-06,0.167,restarts=48
RND3_2,3,9,qaoa_numpy,4.0,9.0,False,False,0,,16.0,2.0,14.0,14.9339,7.4669,0.000771,0.000778,0.287,restarts=48
CP_4,4,12,brute_force,,,True,True,3,0.0,3.0,3.0,0.0,,,,,0.007,ground truth
CP_4,4,12,simulated_annealing,,0.0,True,True,3,0.0,3.0,3.0,0.0,,,,,1.099,"reads=80,sweeps=1500"
CP_4,4,12,qaoa_numpy,1.0,0.0,False,False,0,,40.0,3.0,37.0,34.1013,11.3671,0.000518,0.000559,0.097,restarts=48
CP_4,4,12,qaoa_numpy,2.0,0.0,True,True,3,0.0,3.0,3.0,0.0,31.3777,10.4592,0.044235,0.050678,0.301,restarts=48
CP_4,4,12,qaoa_numpy,3.0,0.0,True,False,4,1.0,4.0,3.0,1.0,23.5228,7.8409,0.057749,0.093483,0.608,restarts=48
CP_4,4,12,qaoa_numpy,4.0,0.0,True,True,3,0.0,3.0,3.0,0.0,24.031,8.0103,0.068289,0.078579,0.983,restarts=48
CP_4,4,12,simulated_annealing,,1.0,False,False,2,,12.0,3.0,9.0,,,,,1.22,"reads=80,sweeps=1500"
CP_4,4,12,qaoa_numpy,1.0,1.0,True,False,4,1.0,4.0,3.0,1.0,42.0292,14.0097,0.063287,0.116847,0.106,restarts=48
CP_4,4,12,qaoa_numpy,2.0,1.0,False,False,1,,21.0,3.0,18.0,22.0616,7.3539,0.042504,0.048833,0.288,restarts=48
CP_4,4,12,qaoa_numpy,3.0,1.0,True,False,4,1.0,4.0,3.0,1.0,28.1039,9.368,0.055518,0.106406,0.558,restarts=48
CP_4,4,12,qaoa_numpy,4.0,1.0,False,False,1,,21.0,3.0,18.0,22.6735,7.5578,0.042274,0.044908,1.038,restarts=48
CP_4,4,12,simulated_annealing,,2.0,True,True,3,0.0,3.0,3.0,0.0,,,,,1.151,"reads=80,sweeps=1500"
CP_4,4,12,qaoa_numpy,1.0,2.0,False,False,0,,40.0,3.0,37.0,31.3105,10.4368,0.000217,0.000221,0.086,restarts=48
CP_4,4,12,qaoa_numpy,2.0,2.0,True,False,4,1.0,4.0,3.0,1.0,25.9504,8.6501,0.060458,0.143805,0.302,restarts=48
CP_4,4,12,qaoa_numpy,3.0,2.0,False,False,0,,30.0,3.0,27.0,23.4616,7.8205,0.024698,0.026401,0.592,restarts=48
CP_4,4,12,qaoa_numpy,4.0,2.0,False,False,0,,30.0,3.0,27.0,22.7595,7.5865,0.045678,0.052488,1.018,restarts=48
CP_4,4,12,simulated_annealing,,3.0,True,True,3,0.0,3.0,3.0,0.0,,,,,1.136,"reads=80,sweeps=1500"
CP_4,4,12,qaoa_numpy,1.0,3.0,False,False,0,,40.0,3.0,37.0,34.1013,11.3671,0.000519,0.00056,0.1,restarts=48
CP_4,4,12,qaoa_numpy,2.0,3.0,False,False,0,,30.0,3.0,27.0,24.5631,8.1877,0.035327,0.042969,0.295,restarts=48
CP_4,4,12,qaoa_numpy,3.0,3.0,True,False,4,1.0,4.0,3.0,1.0,21.7896,7.2632,0.121278,0.18345,0.608,restarts=48
CP_4,4,12,qaoa_numpy,4.0,3.0,False,False,0,,40.0,3.0,37.0,25.9596,8.6532,0.028286,0.033838,0.967,restarts=48
CP_4,4,12,simulated_annealing,,4.0,False,False,2,,12.0,3.0,9.0,,,,,1.219,"reads=80,sweeps=1500"
CP_4,4,12,qaoa_numpy,1.0,4.0,False,False,0,,40.0,3.0,37.0,31.3105,10.4368,0.000217,0.000221,0.106,restarts=48
CP_4,4,12,qaoa_numpy,2.0,4.0,True,False,4,1.0,4.0,3.0,1.0,21.2956,7.0985,0.181775,0.261913,0.28,restarts=48
CP_4,4,12,qaoa_numpy,3.0,4.0,False,False,0,,40.0,3.0,37.0,24.8196,8.2732,0.031137,0.039823,0.559,restarts=48
CP_4,4,12,qaoa_numpy,4.0,4.0,True,True,3,0.0,3.0,3.0,0.0,26.9189,8.973,0.072147,0.089422,1.028,restarts=48
CP_4,4,12,simulated_annealing,,5.0,True,False,4,1.0,4.0,3.0,1.0,,,,,1.136,"reads=80,sweeps=1500"
CP_4,4,12,qaoa_numpy,1.0,5.0,False,False,0,,40.0,3.0,37.0,31.3105,10.4368,0.000217,0.000221,0.096,restarts=48
CP_4,4,12,qaoa_numpy,2.0,5.0,False,False,0,,40.0,3.0,37.0,38.4956,12.8319,0.000595,0.000631,0.298,restarts=48
CP_4,4,12,qaoa_numpy,3.0,5.0,True,False,4,1.0,4.0,3.0,1.0,26.0954,8.6985,0.069064,0.096988,0.609,restarts=48
CP_4,4,12,qaoa_numpy,4.0,5.0,False,False,0,,30.0,3.0,27.0,24.3298,8.1099,0.041825,0.047822,1.004,restarts=48
CP_4,4,12,simulated_annealing,,6.0,True,True,3,0.0,3.0,3.0,0.0,,,,,1.169,"reads=80,sweeps=1500"
CP_4,4,12,qaoa_numpy,1.0,6.0,False,False,0,,40.0,3.0,37.0,27.4498,9.1499,0.005195,0.005605,0.094,restarts=48
CP_4,4,12,qaoa_numpy,2.0,6.0,False,False,0,,40.0,3.0,37.0,29.6803,9.8934,0.007395,0.013949,0.287,restarts=48
CP_4,4,12,qaoa_numpy,3.0,6.0,False,False,0,,30.0,3.0,27.0,28.2799,9.4266,0.008579,0.010122,0.587,restarts=48
